,content,date,id,images,sumber,title,url
0,"JAKARTA, KOMPAS.com - Pemerintah terus berupaya meningkatkan  inklusi keuangan melalui lembaga terkait, salah satunya lewat Otoritas Jasa Keuangan (OJK). OJK sudah menggodok dan mencanangkan hari Manabung Nasional.  ""Kita rencanakan akan ada hari Indonesia  Menabung. Jadi kita pengin supaya inklusif masyarakat Indoensia. Seluruh masyarakat Indonesia terutama pelajar itu semua nanti punya rekening,"" kata Deputi Komisioner Edukasi dan Perlindungan Konsumen OJK, Sarjito di Jakarta, Senin (21/1/2019).  Sarjito menuturkan, rencana ini terus dibahas bersama sejumlah instansi terkait agar segera bisa diluncurkan. Ia menilai, pelajar di Tanah Air perlu dan penting memiliki rekening tabungan di bank, seperti halnya mahasiswa.  ""Sekarang semua mahasiswa sudah punya rekening, tapi pelajar tidak semuanya termasuk pelajar keagamaan. Mereka bisa memilih kalau mau berbasis syariah,"" ujarnya.  Dia menerangkan, para pelajar yang akan membuka rekening bank akan dipermudah terutama sisi administrasi. Sehingga kemudahan ini meningkatkan animo dan antusias pelajar untuk memiliki tabungan di bank. Pada akhirnya menggenjot tingkat inklusi keuangan di Indonesia.  ""Jadi kita harus kerja sama dengan Kementerian Pendidikan dan Kementerian Agama, supaya semua siswa di Indoensia punya rekening. Kita harus budayakan mereka, jadi kalau dengan hari  menabung nasional setiap hari tertentu orang-orang pada menabung,"" imbuhnya.  Ia menuturkan, aturan atau regulasi peningkatan inklusi keuangan melalui Hari Menabung Nasional ini segera terbit pertengahan tahun ini. Menurutnya, memahami inklusi keuangan tidak hanya punya rekening tetapi mendorong seseorang untuk tidak dormant account (rekening tidur).  ""Nanti bentuknya Kepres (Surat Keputusan Presiden), insya allah. Rencanan nanti di Agustus, tapi nanti kita lihat. Kita akan lakukan proses itu secara massif,"" tuturnya.  ""Edukasi kita lakukan lebih massif lagi, karena jika nggak ada edukasi orang tidak mengerti. Kita punya target 2019 ini, inklusi kita harus mencapai 75 persen,"" sambungnya.",2019-01-21,"[1, 0]",https://asset.kompas.com/crop/0x19:1000x686/750x500/data/photo/2017/09/17/540484646.jpg,kompas,Pemerintah Canangkan Hari Menabung Nasional,https://ekonomi.kompas.com/read/2019/01/21/231632826/pemerintah-canangkan-hari-menabung-nasional
1,"JAKARTA, KOMPAS.com - Transaksi digital atau transaksi melalui e-channel PT Bank Negara Indonesia (Persero) Tbk mencapai sekitar 92 pesen dari total volume transaksi. Peningkatan signifikan terjadi pada kanal m-banking dimana pada tahun 2018 transaksinya meningkat 3 kali lipat dibandingkan tahun sebelumnya, yaitu dari 32 juta transaksi pada tahun 2017 menjadi 97 juta transaksi pada tahun 2018. Pertumbuhan transaksi melalui e-channel juga meningkat signifikan, yaitu sebesar 168 persen dari Rp 50 triliun pada tahun 2017 menjadi Rp 133 triliun pada tahun 2018.   Direktur Retail Banking  BNI Tambok P Setyawati mengatakan, selain m-banking, jumlah transaksi melalui uang elektronik Kartu BNI TapCash tumbuh 119 persen dari dari 23 juta transaksi pada akhir tahun 2017 menjadi 51 juta transaksi di 2019. Pertumbuhan jumlah transaksi tersebut dibarengi dengan nilai transaksinya yang tumbuh dari Rp 158 miliar pada akhir tahun 2017 menjadi Rp 807 miliar pada akhir tahun 2018.  Begitu juga dengan pertumbuhan jumlah transaksi yang menggunakan uang elektronik berbasis aplikasi BNI yaitu UnikQu. Jumlah transaksi UnikQu meningkat dari sekitar 45.000 pada tahun 2017 menjadi 254.000 pada akhir tahun 2018 atau tumbuh 456 persen, dengan nominal tranksasinya meningkat 295 persen.  “Kami terus menghimpun fee based income secara maksimal tahun ini yang berasal dari transaksi e-channel. Upaya yang kami lakukan antara lain adalah mengembangkan kerja sama B2B dan juga meningkatkan transaksi dari nasabah existing,” ujar Tambok dalam keterangan tertulis yang diterima Kompas.com, Senin (21/1/2019).  Sementara, minat masyarakat untuk bertransaksi melalui pesan singkat (SMS) juga masih menunjukkan pertumbuhan, dari 389 juta transaksi pada tahun 2017 menjadi 504 juta transaksi selama tahun 2018, atau tumbuh 30 persen. Adapun nilai transaksinya juga tumbuh 29 persen dari Rp 40 triliun pada tahun 2017 menjadi Rp 51 triliun pada akhir tahun 2018. Jumlah pengguna SMS Banking BNI menunjukkan pertumbuhan sebesar 16 persen dari 9 juta pada akhir tahun 2017 menjadi 10 juta pada akhir tahun 2018.  ""Pertumbuhan signifikan juga terlihat pada layanan Electronic Data Capture (EDC) dan penggunaan kartu uang elektronik (BNI TapCash),"" lanjut Tambok.  Jumlah transaksi EDC yang meningkat 21 persen dari 34 juta transaksi pada tahun 2017 menjadi 41 juta transaksi pada tahun 2018. Peningkatan transaksi tersebut diikuti pertumbuhan nilai transaksinya sebesar Rp 47 triliun pada tahun 2017 menjadi Rp 55 triliun pada tahun 2018 atau tumbuh 18 persen.",2019-01-21,"[1, 1]",https://asset.kompas.com/crop/63x0:953x445/780x390/data/photo/2019/01/02/169135603.jpg,kompas,Sebesar 92 Persen Transaksi BNI Dilakukan Secara Digital,https://ekonomi.kompas.com/read/2019/01/21/231049526/sebesar-92-persen-transaksi-bni-dilakukan-secara-digital
2,"JAKARTA, KOMPAS.com - PT Sarana Multigriya Finansial (persero) menargetkan dapat menerbitkan surat utang mencapai Rp 9 triliun selama 2019. Dana itu akan digunakan untuk mendanai ekspansi pembiayaan perusahaan.  Direktur Sekuritisasi dan Pembiayaan  SMF Heliantopo mengatakan, perseroan akan menerbitkan surat utang sebanyak empat kali pada tahun ini.  ""Yang pertama nanti akan diterbitkan pada Februari 2019, jumlahnya nantilah. Jumlahnya akan sangat tergantung kondisi pasar dan juga nanti peruntukannya,"" ujar Heliantopo di Jakarta, Senin (29/1/2019).  Heliantopo menambahkan, kondisi pasar pembiayaan sekunder di tahun 2019 cukup menantang. Perseroannya harus bersaing dengan sejumlah emiten dalam menerbitkan  obligasi dan sekuritisasi.  ""2019 tahun yang menantang, target kita growthnya lebih besar dari 2018. Targetnya 5 sampai 10 persen, net profitnya juga sama,"" kata Heliantopo.  Namun, Heliantopo belum bisa membeberkan laporan keuangan perseroannya di 2018. Sebab, saat ini masih dilakukan audit.  ""Kita punya laba bersih diatas target dan lebih besar di 2017. Angka ini masih tahap audit,"" ucap dia.",2019-01-21,"[1, 2]",https://asset.kompas.com/crop/100x108:900x642/750x500/data/photo/2019/01/21/15955419511.jpg,kompas,SMF Berencana Terbitkan Surat Utang Sebesar Rp 9 Triliun,https://ekonomi.kompas.com/read/2019/01/21/213400726/smf-berencana-terbitkan-surat-utang-sebesar-rp-9-triliun
3,"JAKARTA, KOMPAS.com - PT Sarana Multigriya Finansial (Persero) telah melakukan  sekuritisasi aset kredit pemilikan rumah (KPR) pada 2018 senilai Rp 2 triliun. Angka ini lebih besar ketimbang 2017 lalu yang hanya sebesar Rp 1 triliun.  ""Untuk sekuritisasi tahun ini kami sesuai target, Rp 2 triliun,"" ujar Direktur Utama  SMF Ananta Wiyogo di Jakarta, Senin (21/1/2019).  Ananta menambahkan, pihaknya telah memfasilitasi 12 kali transaksi sekuritisasi sejak 2009 sampai 2018.   Selain melakukan sekuritisasi, SMF juga menyalurkan pinjaman untuk pembiayaan sekunder perumahan bagi kalangan masyarakat berpenghasilan rendah.  ""Untuk pinjaman sesuai target, yakni Rp 9,8 triliun. Sementara untuk penerbitan surat utang sedikit dibawah dari target, targetnya Rp 6 triliun, kita hanya mencapai Rp 5,55 triliun,"" kata Ananta.  Sarana Multigriya Finansial (Persero), merupakan Badan Usaha Milik Negara (BUMN) yang didirikan tahun 2005 di bawah Kementerian Keuangan, yang mengemban tugas sebagai special mission vehicle (SMV) untuk membangun dan mengembangkan Pasar Pembiayaan Sekunder Perumahan.   SMF bertugas untuk menyediakan dana menengah panjang bagi pembiayaan perumahan melalui kegiatan sekuritisasi dan pembiayaan.",2019-01-21,"[1, 3]",https://asset.kompas.com/crop/0x0:780x390/780x390/data/photo/2017/01/27/1410385WhatsApp-Image-2017-01-27-at-2.07-.21-PM-780x390.jpeg,kompas,SMF Lakukan Sekuritisasi Sebesar Rp 2 Triliun di 2018,https://ekonomi.kompas.com/read/2019/01/21/203000226/smf-lakukan-sekuritisasi-sebesar-rp-2-triliun-di-2018
4,"JAKARTA, KOMPAS.com - Sejumlah  ritel terpaksa menutup sejumlah toko fisik karena merugi. Sebut saja Giant dan  Hero yang menutup beberapa gerainya yang tak laku. Direktur Panin Asset Management, Ridwan Soetedja menganggap, penyebabnya bukan karena turunnya daya beli masyarakat. Justru, tahun lalu dan tahun ini diprediksi daya beli masyarakat dan konsumsi tumbuh positif.   Menurut Ridwan, hal ini terjadi lantaran perusahaan ritel kalah saing dengan toko online.  ""Kalau untuk ritel emang pengaruh dari kemajuan teknologi. Masyarakat shifting, sekarang belinya online,"" ujar Ridwan di Mainhall BEI, Jakarta, Senin (21/1/2019).  Ridwan mengatakan, maraknya toko online dengan produk serupa otomatis memukul bisnis ritel. Apalagi pemesanan barang lewat online bisa lebih mudah, bisa dilakukan kapan saja menggunakan gadget. Di samping itu, masyarakat juga beralih ke produk industri rumahan. Dengan kualitas tak jauh beda, harga yang didapatkan bisa lebih murah.   ""Untuk produk sehari-hari, ada perkembangan baru. Misal mau beli sabun, dengan kemajuan teknologi sekarang, ada yang jual barang dengan konten yang isinya sama. Meski bukan barang bermerk,"" kata Ridwan.   Ridwan mengatakan, konsumen saat ini cenderung tak mempedulikan merk, terutama untuk barang kebutuhan sehari-hari. Jika mendapat yang kualutas sama dengan harga murah, maa akan dipilih.   ""Itu yang kita lihat trennya mempengaruhi retailer. UKM UKM itu,"" kata Ridwan.   Sebelumnya diberitakan, PT Hero Supermarket Tbk ( HERO) menutup 26 gerainya dan memutus kerja 532 karyawan. Penutupan tersebut merupakan langkah efisiensi imbas turunnya total penjualan sepanjang 2018, yakni sebanyak 1 persen senilai Rp 9,84 milliar.  Tahun 2017 lalu penjualan total HERO mencapai Rp 9,96 milliar. Penurunan tersebut disebabkan oleh penjualan pada bisnis makanan yang lebih rendah dibanding tahun sebelumnya.  ",2019-01-21,"[1, 4]",https://asset.kompas.com/crop/144x155:944x555/780x390/data/photo/2018/02/25/2560754555.jpg,kompas,"Bisnis Ritel Kolaps, Konsumen Pilih Home Industry dan Toko Online",https://ekonomi.kompas.com/read/2019/01/21/200200626/bisnis-ritel-kolaps-konsumen-pilih-home-industry-dan-toko-online
5,"JAKARTA, KOMPAS.com - Kepala Bidang Mitigasi Gunung api Badan Geologi Kementerian ESDM, Hendra Gunawan mengatakan, kemungkinan ancaman bencana akibat anak gunung krakatau tak hanya dari satu sumber. Kemungkinan ada interaksi lain di bawah laut yang selama ini belum terdeteksi. Hal ini disebabkan minimnya infrastuktur pengawasan aktivitas  gunung anak krakatau yang masih terbatas.   ""Infrastruktur pemantauan letaknya jauh di darat. Tidak ada internet,"" ujar Hendra di kantor KESDM, Jakarta, Senin (21/1/2019).  Sistem yang saat ini diterapkan menggunakan sistem di radio yang menghubungkan pulau terdekat dengan pos pemantauan di gunung anak krakatau. Sistem itu dilengkapi infrasonik hingga CCTV. Pada 2016 lalu, mereka berencana mrmbangun enam stasiun serupa. Namun, satu persatu rusak dan hilang karena vandalisme.   Oleh karena itu, Badan Geologi telah merancang sistem untuk mengatasi kompleksitas, baik dari segi sains maupun iptek untuk menekan jumlah korban akibat aktivitas gunung.   ""Ini bisa diakses dengan HP, komputer, di mana saja. Ini akan kota terapkan di mana kita bisa terima data dalam jangkauan area yang luas,"" katw Hendra.  Selain itu, pihaknya juga menjajal sistem yang mengirim pesan real time mengenai kondisi anak krakatau melalui SMS. Namun, cara ini membutuhkan biaya besar karena menggunakan pulsa yang tak sedikit. Badan geologi jiga mencoba penggabungan sistem radio dan internet.   ""Sistem yang lama punya kekurangan. Nanti kita coba saling menutupi kebutuhan data dengan menggunakan multiparameter dari sensor yang akan kita pasang,"" kata Hendra.   Di samping itu, ada pula opsi lain menggunakan modul satelit. Namjn, biaya yang dibutuhkan jauh leboh mahal karena harga perangkatnya yang tinggi.   ""Dari masalah pengembangan ke depannya diharapkan kita bisa mencegah kejadian karena ada masalah dalam infrastruktur,"" kata Hendra.   Sementara itu, Kepala Badan Geologi KESDM Rudy Suhendar memastikan pihaknya akan meningkatkan pengawasan dengan menambah beberapa instrumen yang akan dipasang di anak krakatau. Untuk sementara waktu, Badan Geologi belum berani mendekat ke lokaso karena statusnya masih siaga.  ""Kita juga akan memberi informasi dan sosialisasi bersama dengan BNPB, kemudian kita akan lakukan prakiraan setiap bulan, infokan, declaire aktivitas setiap gunung,"" kata Rudy.  ",2019-01-21,"[1, 5]",https://asset.kompas.com/crop/108x0:951x562/750x500/data/photo/2018/12/24/1299829885.JPG,kompas,Badan Geologi Siapkan Sistem untuk Deteksi Aktivitas Anak Krakatau,https://ekonomi.kompas.com/read/2019/01/21/193200926/badan-geologi-siapkan-sistem-untuk-deteksi-aktivitas-anak-krakatau
6,"JAKARTA, KOMPAS.com - Transaksi  digital PT Bank Negara Indonesia (Persero) Tbk mengalami pertumbuhan signifikan tahun ini. Corporate Secretary  BNI Ryan Kiryanto mengatakan, saat ini transaksi elektronik melalui ATM, e-banking dan m-banking lebih dominan.  Ryan mengatakan, BNI tidak akan menambah kantor cabang dalam jumlah besar tahun ini. Penambahan kantor cabang hanya dilakukan di wilayah-wilayah blank spot atau belum memiliki kantor cabang BNI. Selain itu, BNI juga lebih memilih untuk melakukan relokasi dari kantor cabang yang bisnisnya tidak berkembang.  ""Kantor cabang nggak akan nambah (signifikan), hanya nambah di daerah-daerah yang blank spot atau relokasi, yang secara bisnis nggak berkembang, kita relokasi ke tempat yang lebih ramai,"" ujar Ryan ketika memberikan penjelasan kepada awak media di kantornya, Senin (21/1/2019).  Jumlah kantor cabang fisik BNI, ujar Kiryanto, semakin berkurang karena transaksi yang mulai bergeser menjadi digital.  Direktur Retail Banking BNI Tambok P Setyawati mengatakan, transaksi digital atau e-channel BNI mencapai 92 persen dari keseluruhan transaksi. Peningkatan signifikan terjadi melalui kanal m-banking. Jumlah transaksi melalui m-banking meningkat tiga kali lipat dibandingkan tahun sebelumnya, dari 32 juta transaksi pada 2017 menjadi 97 juta transaksi di 2018.  ""Nilai transaksinya pun cukup signifikan, yaitu tumbuh 168 persen dari Rp 50 triliun pada tahun 2017 dari Rp 133 triliun pada 2018,"" ujar Tambok melalui keterangan tertulis yang diterima Kompas.com.  Dibanding menambah kantor cabang konvensional, BNI saat ini tengah fokus mengembangan kantor cabang digital. Meski, modal yang dikucurkan untuk kantor cabang digital jauh lebih mahal.  ""Jumlahnya kantor cabang secara fisik berkurang, karena orang lebih eletronic based. Jadi lebih ke digital branch, costnya memang besar, tapi kan good investment,"" ujar Ryan.",2019-01-21,"[1, 6]",https://asset.kompas.com/crop/0x37:1000x537/780x390/data/photo/2017/06/14/1091942360.JPG,kompas,BNI Tidak Akan Masif Kembangkan Cabang Digital,https://ekonomi.kompas.com/read/2019/01/21/191143226/bni-tidak-akan-masif-kembangkan-cabang-digital
7," JAKARTA, KOMPAS.com - Selain meneliti indikasi kartel dari tarif tiket pesawat dan kargo, Komisi Pengawas Persaingan Usaha ( KPPU) juga sudah menelisik  rangkap jabatan yang terjadi di PT  Garuda Indonesia (Persero) Tbk dan PT  Sriwijaya Air. Komisioner sekaligus Juru Bicara KPPU Guntur Saragih mengatakan, rangkap jabatan ini bisa mengindikasi adanya persaingan usaha yang tidak sehat. ""Terkait dengan itu, KPPU juga sudah masuk dalam tahap penelitian rangkap jabatan di Garuda dan Sriwijaya,"" katanya saat ditemui di kantor KPPU, Senin (21/1/2019). Sebab, berdasarkan Pasal 26 UU Nomor 5/1999 tentang Larangan Praktek Monopoli dan Persaingan Usaha menyebutkan, seseorang yang menduduki jabatan sebagai direksi atau komisaris dari suatu perusahaan, pada waktu yang bersamaan dilarang merangkap menjadi direksi atau komisaris pada perusahaan lain. Baca juga: Garuda Klaim Telah Turunkan Harga Tiket Pesawat Hampir di Seluruh Rute Apalagi perusahaan–perusahaan tersebut berada dalam pasar yang sama atau memiliki keterkaitan yang erat dalam bidang dan atau jenis usaha. Selain itu secara bersama juga dapat menguasai pangsa pasar barang dan atau jasa tertentu, yang dapat mengakibatkan terjadinya praktek monopoli dan atau persaingan usaha tidak sehat. Maka dari itu, kata Guntur, perkara ini dibawa ke rapat komisiomer beberapa waktu lalu dan para komisioner KPPU sepakat untuk membawa perkara ini ke tahap penelitian. Meskipun keduanya saat ini sudah tahap akusisi. ""Selama mereka belum masuk dalam aspek yuridis, kita belum masuk dalam aspek itu,"" tambah dia. Baca juga: Operasional Sriwijaya Air Resmi Dikelola Garuda Indonesia Tapi dalam konteks itu, KPPU menyadari ini baru dalam tahap penelitian. ""Bukan berarti penelitian ada pelanggaran. Dalam persidangan pun bisa kemungkinan tidak bersalah,"" lanjutnya. Tapi jika memang betul ada pelanggaran. Maka kedua maskapai itu dapat dikenakan denda maksimal Rp 25 miliar. Adapun sebelumnya, maskapai penerbangan Sriwijaya Air merombak jajaran direksi dan komisaris pasca melakukan kerja sama operasional (KSO) dengan Garuda Indonesia melalui Citilink. Keputusan tersebut diambil melalui Rapat Umum Pemegang Saham (RUPS) dan telah diresmikan melalui penyelenggaraan Serah Terima Jabatan Dewan Komisaris dan Dewan Direksi Sriwijaya Air. Baca juga: Malam Ini, Pesawat Sriwijaya Air Akan Dipasangi Logo Garuda Indonesia Saat ini, kursi-kursi tertinggi di Sriwijaya Air banyak diisi oleh personel Garuda Indonesia. Berikut jajaran komisaris dan direksi baru Sriwijaya Air yang juga merangkap di Garuda Indonesia:   Berita ini telah tayang di Kontan.co.id dengan judul: Garuda Indonesia dan Sriwijaya Air berpotensi kena denda Rp 25 miliar",2019-01-21,"[1, 7]",https://asset.kompas.com/crop/0x0:1000x667/750x500/data/photo/2017/06/04/2702339188.JPG,kompas,Garuda Indonesia dan Sriwijaya Air Berpotensi Kena Denda Rp 25 Miliar,https://ekonomi.kompas.com/read/2019/01/21/190825426/garuda-indonesia-dan-sriwijaya-air-berpotensi-kena-denda-rp-25-miliar
8,"JAKARTA, KOMPAS.com - Pemerintah saat ini tengah gencar menggenjot kinerja industri  pariwisata, salah satunya melalui program destinasi wisata 10 Bali Baru. Corporate Secretary PT Bank Negara Indonesia (Persero) Tbk Kiryanto mengatakan, besarnya potensi penyaluran Kredit Usaha Rakyat ( KUR) di sektor pariwisata hingga saat ini belum maksimal. Sebagian besar penyaluran KUR  perbankan masih didominasi sektor perdagangan.  ""Jadi 10 destinasi itu kita bisa masuk ke corporate banking, kemudian bisa masuk ke menengah, warung juga bisa masuk ke kecil. Secara segmen bisa masuk semua, tapi belum terwujud,"" ujar Kiryanto ketika memberikan penjelasan kepada awak media di kantornya, Senin (21/12/2019). Baca juga: Per 30 November 2018, Realisasi KUR Sebesar 118 Triliun  Sebagai catatan, BNI tahun lalu telah menyalurkan KUR sebesar Rp 16 triliun kepada 147.691 debitur UMKM. Sebesar 54 persen diberikan kepada sektor produksi. Ryan mengatakan, besaran porsi KUR yang sebagian besar masih disalurkan ke perdagangan lantaran cash flow yang mudah. Selain perdagangan, sektor produktif lainnya adalah manufaktur dan pertanian. Baca juga: Darmin: Pemerintah Tak Ingin Penyaluran KUR Banyak ke Sektor Perdagangan  Adapun tahun ini, BNI akan menyalurkan KUR dengan total nilai Rp 16 triliun.  ""Debitur dari sektor pariwisata sudah ada yang butuh dan datang ke kita, tapi belum maksimal,"" jelas Ryan.",2019-01-21,"[1, 8]",https://asset.kompas.com/crop/54x138:900x561/780x390/data/photo/2019/01/09/4749953167.JPG,kompas,"Potensi Besar, Penyaluran KUR Sektor Pariwisata Belum Maksimal",https://ekonomi.kompas.com/read/2019/01/21/190000326/potensi-besar-penyaluran-kur-sektor-pariwisata-belum-maksimal
9,"JAKARTA, KOMPAS.com - PT Sarana Multigriya Finansial (Persero) akan membuat program  pembiayaan kredit pemilikan rumah ( KPR) untuk masyarakat yang terdampak bencana.   Sebagai permulaan, program ini diperuntukan hanya untuk Aparatur Sipil Negara (ASN) yang wilayahnya terdampak bencana gempa dan tsunami seperti di Lombok, Nusa Tenggara Barat.   ""Untuk tahap awal, program ini akan diperuntukkan bagi 3.000 Aparatur Sipil Negara (ASN) yang terkena dampak bencana alam di Lombok,"" ujar Direktur Utama  SMF Ananta Wiyogo di Jakarta, Senin (21/1/2019). Baca juga: SMF Salurkan Pembiayaan untuk KPR Sebesar Rp 9,8 Triliun di 2018  Ananta menambahkan, SMF akan bekerjasama dengan Bank NTB Syariah sebagai lembaga penyalur pembiayaan KPR  pascabencana.   ""Tidak menutup kemungkinan wilayah (terdampak bencana) lain akan kita terapkan juga,"" kata Ananta.  Ananta menjelaskan, program KPR SMF pascabencana adalah program yang ditujukan perseroan dalam rangka membantu meringankan beban pemerintah untuk merevitalisasi pemukiman masyarakat pasca bencana alam di Indonesia. Baca juga: Dorong Ketersediaan Pasokan Rumah, SMF Luncurkan SOP Modal Kerja Konstruksi  Selain itu, pada tahun 2019 SMF juga akan mengadakan program pembangunan rumah di daerah kumuh di 32 kota. SMF akan bersinergi dengan Dirjen Cipta Karya, Kementerian PUPR melalui program KOTAKU (Kota Tanpa Kumuh) untuk turut serta mengatasi daerah kumuh melalui renovasi/pembangunan rumah.  Pembangunan rumah di daerah kumuh tersebut nantinya akan bekerja sama dengan Lembaga Keuangan Mikro (LKM) atau Badan Keswadayaan Masyarakat (BKM) yang kemudian disalurkan kepada masyarakat yang membutuhkan.   ""Program ini diharapkan dapat meningkatkan taraf hidup masyarakat melalui ketersediaan hunian yang layak, serta menciptakan lingkungan rumah yang sehat,"" ucap dia.",2019-01-21,"[1, 9]",https://asset.kompas.com/crop/0x0:1000x667/750x500/data/photo/2019/01/08/2941284742.jpg,kompas,SMF Siapkan Program KPR untuk ASN Terdampak Bencana di Lombok,https://ekonomi.kompas.com/read/2019/01/21/184820326/smf-siapkan-program-kpr-untuk-asn-terdampak-bencana-di-lombok
